p 0 1 160 i 0 1 160 n 0 1 160 e 0 1 160 a 0 1 160 p 0 1 160 p 0 1 160 l 0 1 160 e 0 1 160 * 1 0 112 * 1 0 112 * 1 0 112 
* 1 0 112 * 1 0 112 * 1 0 112 * 1 0 112 * 1 0 112 * 1 0 112 * 1 0 240 * 1 0 112 * 1 0 112 * 1 0 112 * 1 0 112 * 1 0 112 
* 1 0 112 * 1 0 112 * 1 0 112 * 1 0 112 * 1 0 112 * 1 0 112 * 1 0 240 * 1 0 240 * 1 0 240 l 0 1 160 * 1 0 240 * 1 0 240 
* 1 0 112 * 1 0 112 * 1 0 112 * 1 0 112 * 1 0 240 * 1 0 240 * 1 0 240 * 1 0 112 * 1 0 112 w 0 1 160 * 1 0 112 * 1 0 112 
* 1 0 112 * 1 0 112 * 1 0 112 h 0 1 160 o 0 1 160 r 0 1 160 s 0 1 160 e 0 1 160 * 1 0 112 o 0 1 160 * 1 0 112 * 1 0 112 
* 1 0 112 * 1 0 112 * 1 0 112 * 1 0 112 * 1 0 112 * 1 0 240 * 1 0 240 * 1 0 112 * 1 0 112 b 0 1 160 * 1 0 112 * 1 0 112 
* 1 0 112 * 1 0 112 * 1 0 240 * 1 0 240 * 1 0 240 * 1 0 240 * 1 0 240 * 1 0 112 * 1 0 112 * 1 0 112 * 1 0 112 * 1 0 112 
* 1 0 112 * 1 0 112 * 1 0 112 * 1 0 112 * 1 0 112 * 1 0 240 * 1 0 112 * 1 0 112 * 1 0 112 * 1 0 112 * 1 0 112 * 1 0 112 
Thu Oct 31 00:28:38 2019

